userId,movieId,rating
2,253,4.0
2,111,5.0
2,288,3.0
2,16,5.0
2,1101,2.0
2,1,5.0
2,788,2.0
2,1196,4.5
2,47,5.0
2,442,1.5
2,110,4.0
2,780,3.5
2,858,5.0
2,260,3.5
2,480,4.0
2,1210,3.0
2,589,5.0
2,1240,3.0
2,356,5.0
2,296,5.0
2,1221,5.0
2,466,3.5
2,70,3.5
2,1213,5.0
2,1206,5.0
2,208,0.5
2,593,5.0
2,784,0.5
2,2,4.0
3,185,5.0
3,356,4.5
3,586,3.0
3,527,2.5
3,1,4.5
3,296,4.5
3,588,5.0
3,592,4.5
3,480,4.5
3,364,4.5
3,593,5.0
3,1270,4.5
3,260,3.5
3,648,5.0
3,344,5.0
3,587,3.0
3,110,4.5
3,1240,4.5
3,34,4.5
3,1097,4.0
3,589,4.5
4,293,4.5
4,231,4.0
4,1193,5.0
4,553,4.0
4,1203,5.0
4,350,4.0
4,784,4.0
4,673,4.0
4,1275,4.0
4,661,4.0
4,151,4.0
4,367,5.0
4,356,5.0
4,296,3.5
4,480,5.0
4,593,0.5
4,589,3.5
4,1,0.5
4,50,3.5
4,780,5.0
4,47,5.0
4,1210,2.0
4,858,4.0
4,592,3.5
4,380,5.0
4,608,2.5
4,377,2.5
4,648,0.5
4,903,4.0
4,596,0.5
4,1199,0.5
4,370,4.0
4,708,3.5
4,160,3.5
4,908,4.0
4,7,0.5
4,434,4.0
4,912,3.0
4,551,4.0
4,750,4.0
4,1259,1.5
4,1246,4.0
4,1220,4.0
4,788,5.0
4,16,5.0
4,317,3.0
4,48,1.5
4,266,1.5
4,1278,5.0
4,17,4.0
4,36,5.0
4,555,3.0
4,1035,3.5
4,786,4.0
4,435,4.5
4,158,0.5
4,1127,4.5
4,364,4.0
4,344,5.0
4,1214,2.0
4,1197,4.0
5,595,3.5
5,110,4.5
5,1240,5.0
5,318,5.0
5,367,3.5
5,356,2.0
5,589,4.5
5,480,4.5
5,260,0.5
5,1,0.5
5,150,1.5
5,1198,0.5
5,1210,0.5
5,858,5.0
5,587,4.0
5,592,3.5
5,588,4.0
5,364,5.0
5,648,5.0
5,344,2.5
5,924,3.5
5,339,0.5
5,48,2.0
5,1278,1.5
5,923,2.5
5,266,2.0
5,17,2.0
5,36,2.0
5,5,1.5
6,673,5.0
6,356,5.0
6,593,5.0
6,480,4.0
6,110,5.0
6,527,5.0
6,589,4.0
6,1,5.0
6,47,4.0
6,858,5.0
6,588,5.0
6,364,5.0
6,377,2.5
6,1270,5.0
6,344,5.0
6,648,5.0
6,1221,5.0
6,34,5.0
6,1097,5.0
6,587,5.0
6,253,4.5
6,924,5.0
6,788,5.0
6,317,2.5
6,158,5.0
6,7,5.0
6,145,4.5
6,216,5.0
6,783,5.0
6,1213,3.5
6,586,5.0
6,185,4.5
6,2,4.5
6,39,5.0
6,1101,5.0
6,1028,5.0
6,48,5.0
6,266,3.5
6,653,5.0
6,786,4.0
6,509,5.0
6,5,5.0
6,745,5.0
6,44,5.0
7,356,3.0
7,364,3.0
7,231,3.0
7,648,5.0
7,344,2.0
7,587,4.0
7,780,4.0
7,32,4.5
7,185,5.0
7,2,5.0
7,48,2.0
7,367,5.0
7,592,1.5
7,1214,4.0
7,1,5.0
7,1291,0.5
7,480,2.0
7,1196,0.5
7,410,4.0
7,588,3.5
8,364,5.0
8,296,3.5
8,593,4.0
8,260,5.0
8,480,5.0
8,589,3.0
8,527,4.0
8,1,5.0
8,1196,4.0
8,47,4.5
8,1210,3.5
8,588,5.0
8,1270,5.0
8,1097,5.0
8,586,3.0
8,587,3.5
8,2,3.5
8,39,4.5
8,597,3.5
8,356,5.0
9,858,5.0
9,588,3.0
9,364,5.0
9,1270,4.0
9,648,4.0
9,344,4.0
9,1221,5.0
9,34,3.0
9,356,5.0
9,318,5.0
9,296,5.0
9,593,5.0
9,260,4.0
9,480,5.0
9,589,3.0
9,110,5.0
9,527,5.0
9,1,4.0
9,1196,4.0
9,780,5.0
10,1270,4.0
10,1097,3.0
10,736,3.0
10,1240,4.0
10,587,0.5
10,364,5.0
10,10,5.0
10,344,5.0
10,260,5.0
10,480,5.0
10,110,3.0
10,589,4.0
10,1,5.0
10,1196,5.0
10,780,4.0
10,1198,4.0
10,1210,5.0
10,588,5.0
10,592,4.5
10,586,4.0
12,39,4.0
12,1097,2.0
12,586,5.0
12,1073,3.0
12,587,4.0
12,2,5.0
12,551,5.0
12,356,3.0
12,19,3.0
12,410,4.5
12,260,5.0
12,110,5.0
12,589,3.5
12,480,4.0
12,296,3.5
12,1,5.0
12,1196,5.0
12,527,0.5
12,1198,3.0
12,858,5.0
12,1210,5.0
12,592,5.0
12,588,5.0
12,32,4.0
12,1270,5.0
12,364,5.0
12,344,4.0
12,788,1.5
12,317,5.0
12,594,4.0
12,48,5.0
12,653,3.0
12,1035,4.0
12,158,3.0
12,552,4.0
12,466,1.5
12,596,3.5
12,420,3.0
12,1148,3.0
12,673,5.0
12,1282,5.0
12,145,5.0
12,5,4.0
12,783,0.5
12,745,3.0
12,44,2.0
12,34,0.5
13,586,4.5
13,364,4.5
13,367,4.5
13,500,4.0
13,919,4.0
13,595,3.5
13,19,3.5
13,410,4.0
13,788,3.0
13,589,3.5
13,1,4.5
13,527,5.0
13,588,4.0
13,344,4.0
13,231,3.5
13,597,3.5
13,153,4.0
13,1073,5.0
13,480,3.5
13,356,4.5
14,1200,3.5
14,1213,4.0
14,1206,4.0
14,1073,4.5
14,586,3.5
14,587,3.0
14,2,3.5
14,253,5.0
14,924,5.0
14,111,4.0
14,353,4.0
14,410,3.5
14,145,3.5
14,593,5.0
14,260,5.0
14,480,4.0
14,296,4.5
14,589,3.5
14,1196,4.5
14,780,3.5
14,1210,4.0
14,858,5.0
14,592,3.5
14,588,4.0
14,364,4.5
14,377,3.5
14,1270,4.0
14,344,3.5
14,648,3.5
14,1089,4.0
14,1221,5.0
15,353,4.0
15,356,5.0
15,593,4.0
15,260,3.0
15,480,4.5
15,110,5.0
15,589,2.5
15,527,4.0
15,1196,3.0
15,47,3.0
15,780,3.5
15,1210,3.0
15,592,2.5
15,364,5.0
15,377,5.0
15,1270,3.5
15,648,4.0
15,344,0.5
15,1240,2.0
15,736,3.5
15,1073,4.0
15,586,5.0
15,208,4.5
15,587,3.5
15,2,4.0
15,39,5.0
15,1259,5.0
15,19,0.5
15,1246,5.0
15,62,5.0
15,594,4.5
15,508,4.5
15,158,5.0
15,552,2.5
15,1203,4.5
16,480,5.0
16,110,4.0
16,589,1.5
16,780,2.5
16,150,3.5
16,356,3.0
16,1198,3.5
16,1270,2.5
16,377,4.0
16,648,4.5
16,344,2.0
16,597,4.0
16,231,2.5
16,1097,3.5
16,586,5.0
16,587,4.0
16,2,4.5
16,410,4.5
16,158,5.0
16,552,4.5
17,260,4.0
17,480,4.0
17,110,4.5
17,296,4.5
17,589,4.5
17,1,4.0
17,1196,4.0
17,780,4.0
17,1210,4.0
17,858,4.5
17,588,4.5
17,32,4.0
17,364,4.5
17,293,4.5
17,231,3.5
17,1089,3.5
17,1240,4.0
17,541,3.5
17,1213,4.0
17,2,3.5
17,19,3.5
17,788,3.0
17,442,3.5
17,353,3.0
17,145,4.5
17,344,3.5
17,367,3.5
17,1036,4.0
17,165,3.5
17,1097,4.0
17,778,3.5
17,420,3.5
17,673,4.0
18,110,5.0
18,589,5.0
18,858,5.0
18,648,5.0
18,500,4.5
18,165,5.0
18,153,4.0
18,1240,5.0
18,1101,5.0
18,474,5.0
18,173,5.0
18,158,5.0
18,480,5.0
18,377,5.0
18,367,5.0
18,597,5.0
18,10,5.0
18,1213,5.0
18,733,5.0
18,434,5.0
18,104,5.0
18,95,5.0
18,788,5.0
18,16,5.0
18,442,5.0
18,786,5.0
19,356,4.0
19,260,4.0
19,480,4.0
19,110,4.0
19,589,4.5
19,1196,4.0
19,780,3.5
19,1210,4.0
19,588,4.5
19,1270,4.0
19,648,4.0
19,1240,3.5
19,34,2.0
19,208,3.5
19,2,4.0
19,551,4.5
19,19,4.0
19,442,3.0
19,594,3.0
19,653,4.0
19,858,2.0
19,592,2.5
19,364,4.0
19,590,4.5
19,344,4.5
19,1097,3.5
19,586,4.0
19,587,3.0
19,253,3.5
19,48,4.0
19,353,2.5
19,158,4.0
19,466,4.5
19,673,3.0
19,1215,5.0
19,1275,2.5
20,593,4.0
20,260,4.5
20,480,5.0
20,47,4.0
20,588,5.0
20,364,5.0
20,648,4.0
20,344,3.5
20,231,0.5
20,1097,0.5
20,587,5.0
20,2,4.0
20,253,3.0
20,551,5.0
20,410,3.0
20,788,0.5
20,594,0.5
20,48,5.0
20,17,4.5
20,158,3.5
21,1,5.0
21,47,4.5
21,648,3.0
21,500,3.0
21,1265,3.5
21,586,3.0
21,587,4.0
21,39,3.0
21,551,2.0
21,594,4.5
21,48,5.0
21,158,3.0
21,596,4.0
21,260,2.0
21,1196,2.0
21,457,3.5
21,588,3.5
21,364,3.5
21,1270,2.0
21,367,2.5
22,1240,4.0
22,480,4.0
22,1,5.0
22,780,3.5
22,1198,4.0
22,588,5.5
22,364,5.0
22,648,5.0
22,344,2.0
22,1097,3.5
22,1073,5.0
22,587,3.0
22,2,5.0
22,788,2.0
22,1028,4.0
22,48,5.0
22,158,3.0
22,7,5.0
22,1270,5.0
22,367,2.0
23,912,5.0
23,111,4.5
23,1263,4.5
23,261,5.0
23,431,4.5
23,441,5.0
23,785,5.0
23,585,5.0
23,671,4.5
23,902,4.0
23,170,4.5
23,1249,5.0
23,327,5.0
23,552,5.0
23,466,4.5
23,420,5.0
23,1199,4.5
23,745,4.5
23,783,4.5
23,44,2.0
23,802,5.0
23,236,5.0
23,920,5.0
23,1183,3.5
23,1204,5.0
23,1250,5.0
23,913,4.5
23,252,4.5
23,1262,5.0
23,355,4.0
23,1022,5.0
23,1059,5.0
23,1060,4.5
23,193,5.0
23,256,4.5
23,628,4.5
23,719,5.0
23,805,4.5
23,914,5.0
23,1029,5.0
23,1084,5.0
23,60,4.5
23,362,4.5
23,524,4.5
23,969,4.5
23,1172,4.5
23,1261,5.0
23,1287,5.0
23,265,5.0
23,342,4.5
24,597,3.0
24,527,4.0
24,648,5.0
24,231,4.0
24,260,5.0
24,356,5.0
24,339,5.0
24,1220,5.0
24,1200,5.0
24,410,4.0
24,587,3.5
24,592,5.0
24,588,0.5
24,858,4.0
24,1210,5.0
24,160,5.0
24,48,2.5
24,364,5.0
24,47,3.0
24,1196,5.0
24,1,4.0
25,1,5.0
25,48,0.5
25,173,2.5
25,158,3.0
25,596,5.0
25,160,2.5
25,1200,0.5
25,1148,5.0
25,7,0.5
25,586,2.5
25,587,0.5
25,39,0.5
25,919,0.5
25,19,3.0
25,520,2.5
25,589,2.5
25,1225,0.5
25,480,2.0
25,588,3.0
25,364,5.0
25,344,2.5
25,231,5.0
25,1240,3.0
26,150,5.0
26,780,5.0
26,1196,5.0
26,260,5.0
26,1,5.0
26,480,5.0
26,593,4.0
26,356,5.0
26,648,4.0
26,344,4.0
26,1270,5.0
26,527,3.5
26,589,5.0
26,110,3.0
26,377,5.0
26,380,4.5
26,588,4.0
26,592,3.5
26,858,2.0
26,1210,5.0
